Nom de l'entreprise;SIREN;Chiffre d'affaires;Marge nette
SELARL DES MEDECINS SAINT ANTOINE;417718442;5219054;3
AME AVENIR MARSEILLE EUROPE;798434718;5050347;-5
SODIT SOCIETE DE DISTRIBUTION TECHNIQUE;061805586;5488385;1
MEININGER HOTELS FRANCE SAS;901424804;5078229;-6
S.N.P;500970843;5117581;2
PRASTEL FRANCE;420288839;5479702;6
EXCO OMNI CONSEILS;442628681;5325800;11
SUBSTRATE HD;820967875;5470292;-86
PROVENCE ENROBES;681620969;5365558;2
JLB EXPERTISES;418466785;5371051;19
SCPC SOCIETE COMMERCIALE DE LA PLAINE DU CAIRE;399050202;5037422;0
TOYOKO INN FRANCE;801588286;5201886;-1
CONSULTING INTERIM;791073026;5163815;0
C.R.F. LE GRAND LARGE;072806581;5279887;6
VILLA AGENCIES (EUROPE) LIMITED;521908541;5362358;-2
TEP TRANSPORTS ET ENTRETIEN PHOCEENS;054802145;5005043;3
GESTION DES FOYERS DE PROVINCE - G.F.P;501540231;5347074;13
CYRNOS;418032371;5369698;3
MEDITRANS;833558000;5351662;2
NOVA;539311928;5347060;11
BASIL;408563294;5406515;9
STARDUST;530242874;5233512;-16
CVE GREEN FINANCE;830527784;5845817;12
LAZER;320687635;5900186;1
TEXEN;323325126;5835460;0
SOCIETE MEDITERRANEENNE D'ELECTRICITE S.M.E.;533347944;5552808;-0
SOLS AZUR;499325439;5743112;3
SERVICE OXYGENE;403026586;5779129;14
ATSI IDF;818136103;5785859;6
AVON COMMUNICATIONS;393477922;5519161;14
ACTI SUD;403242555;5905996;5
ATEC;432475945;5823775;10
SEL;354044257;5845049;-1
DEVISUBOX;492774690;5921061;-36
HCUBE CONSEIL;838440345;5917664;-3
FOURNITURES INDUSTRIELLES INTERNATIONALES F2I;415056548;5828277;3
LA PENNE SUR HUVEAUNE;484935879;5961819;11
CARBOOKR;824632822;5802137;-5
S.A.CENTRE DE RADIOTHERAPIE BEAUREGARD;410157887;5938537;27
JF DISTRIB;841085426;5735591;-0
CO FI M E C COMPAGNIE FIDUCIAIRE MEDITERRANEENNE D'EXPERTISE COMPTABLE.;343994901;5685632;15
PMBS;853999076;5823671;9
Résultats Trouvés;467883218;Non disponible;Non disponible
FINOPSYS;412962219;5940854;2
EFER ENDOSCOPY;488407776;5591925;3
PROBACE MEDITEC;454041047;5753905;4
PROFIL ENERGY;802179929;5565447;-13
CFC - COMPAGNIE FRANCAISE DE CROISIERES;917553406;5607461;-98
SOGIMA SOCIETE DE GESTION IMMOBILIERE DE LA VILLE DE MARSEILLE;054803770;5834000;71
MARPORTS MARCHANDISES TRANSPORTS;056802127;5500263;1
SIKA;752771733;5893042;4
INTERSTOVES FRANCE;439973173;5938042;0
BETEM PACA;524516481;5882570;8
ARKAS FRANCE;754037604;5915188;34
SPORT DECOUVERTE.FR;445101512;5651755;71
KALLISTE;450975487;5723137;4
SOCOGEA;353282791;5969602;19
ARVAG;812918977;5692649;-295
B SECURITY;502966971;5966781;0
SOCIETE SEGILPED;305395527;5888159;6
CLINIQUE SAINT MARTIN;065804064;5804579;5
SPECIES;055804512;5850204;9
BOUCAIR;527636930;5523442;3
SELAS PHARMACIE DE LA CROIX D'OR;480447069;5822019;4
DELTALIA;908503170;5926000;0
ARCHE LIVIA;400761938;5500803;-10
EES - EXPAIR EIFFAGE ENERGIE SYSTEMES - EXPAIR;330385121;5711190;5
GIP GENERALE INDUSTRIELLE PROTECTION PACA;342611019;5823368;-3
MAISON CANTINI FLANDIN;057821266;5818402;7
LES JONQUILLES;823458179;5744912;3
ARKADIA TECHNOLOGY;539453217;5871281;2
CARRARA;065804262;5974926;1
LES JARDINS DE SORMIOU;823491444;5894516;8
LA SOURCE;419639141;5574363;-1
PREVALOIS SAS;808871859;5865550;1
CLINIQUE SAINT MICHEL;380393371;5893377;12
ODE OCCITANE D'ENVIRONNEMENT;530798198;5819316;3
FICOREC FIDUCIAI CONSEIL REVISION EXPERT COMPTAB;328685805;5511930;8
IEP COURTAGE IN EXTENSO PATRIMOINE COURTAGE;487542078;5968134;42
BAZILE;484661434;5909893;-10
LA COUMPAGNIE;382824365;5602459;1
VILLA DE L'ANSE SAS;538819046;5656253;9
PROVENCE LOCATION;445101678;5903005;13
CYXPLUS;509577730;5697111;-0
LES JARDINS DU LIOURAT;414151753;5812968;2
IPP PHARMA;383612462;6130960;10
DECO GRANIT;523807113;6156218;0
LA VILLA DE POETES;351605522;6201137;1
QUINCAILLERIE MEDITERRANEENNE;064802689;6125335;8
HYDRO VINCENT;380478875;6061779;0
OTT HYDROMET SARL;398318501;6423218;3
CDM DEROMA;433901097;6073598;3
DV.CO;399798305;6211190;8
SATRAM SOCIETE AZUREENNE TRANSPORT MARCHANDISES;348483827;6208230;-3
SEGITEC FRANCE;801718966;6379668;6
ATSI NORMANDIE;790208508;6428588;18
M D V SOCIETE MEDITERRANEENNE DE DISTRIBUTION DE VIANDES;491053450;6023483;0
O O OUTILLAGE ONLINE;494672389;6415773;-3
S.T.M.C. - SOCIETE TRAVAUX MACONNERIE GENERALE;487645103;6009350;2
ART DECO;394416697;6112432;3
IT INTERFACE TECHNOLOGIES;415310655;6193450;15
ETS GAILLARD;348155417;6329325;5
M P S MONDIAL PREVENTION SECURITE;477785174;6382210;0
B 4;327593398;6483601;7
EMMG ENTREPRISE MARIGNANAIS MACONNERI GENERAL;324344985;6025305;1
DISPAC;411375348;6229319;4
BH SERVICE;465800449;6363126;0
FINSHAPE FRANCE;403099625;6400000;40
SOUNDWORKS;422241224;6261886;-1
LA VILLA;423866078;6268803;9
SUD PRESSE DISTRIBUTION;394585624;6016430;3
CENTRE DE GERONTOLOGIE DE LA PAGERIE;073801466;6139907;2
REEL ALESA;509628806;6450132;8
NOUVELLE COMPAGNIE DES DETERGENTS ET DU SAVON DE MARSEILLE;799414594;6488889;-1
CUISINE TRADITIONNELLE COLLECTIVITES;451419022;6462323;6
DALOREC;538801275;6042354;11
RESIDENCE DU LEVANT;322768334;6284787;5
SOMIMAR;063805261;6454775;-3
AXIOLIS;524203312;6352036;9
ALZEO ENVIRONNEMENT OUEST;511573214;6281756;4
SUD TRANSMISSION;477879621;6111248;1
OPA ODALYS PLEIN AIR;440685964;6892403;0
BIOGEMA;394575070;6974334;19
CVE BIOGAZ;538008319;6615651;-58
WARMPAC FRANCE;519634851;6941620;-6
ICE;950426965;6913457;2
STMTP SOCIETE TRANSPORT MANUTENTION TRAVAUX PUBLICS LOCATION;791725997;6755195;-4
COOPERATIVE DE PRESSE ET DE MESSAGERIE MEDITERRANEENNE;891920795;6623397;-5
INTRAMAR STS;531748689;6665013;-25
SOCIETE D'ASSAINISSEMENT EST METROPOLE;800898249;6521061;-9
INTERMACHINES;400558326;6624727;4
LINXO;833350176;6948234;10
SMC SERVICES;432713063;6594341;5
ANTHEA CBE;450113741;6660618;2
BCF SOLUTIONS FRANCE;523160182;6929478;2
SODEBLAN;403257611;6628450;7
TECHNIC HYDRO;060802741;6702095;8
SYNERGIE FAMILY;509340790;6672406;-31
DYNAMI AVIATION OPS;790561385;6903845;2
GIA MAZET;070803440;6616478;9
SMPA FONTAROME;520153552;6787674;0
IMMOBILIERE PUJOL;056808868;6893307;8
ECO-MED;450328315;6798557;29
FATEC GROUP;790740062;6879753;11
PPRO PREDICTIV PRO SAS;880472683;6565910;11
ATSI PACA;753898097;6930700;19
COMAT MEDITERRANEE;851874123;6549754;10
JT HOLDING;801382300;6896939;-52
CONSMAR SARL;530259365;6597001;1
ORION SANTE;433524956;6522592;16
SUDALPES SERVICES;809384167;6937852;-2
A.K.V;819242967;6772382;3
JOB CITY PROVENCE;529150526;6531781;-5
PROG'INFO;402782866;6729848;10
LAUGIL FRANCE;411680739;6543094;11
SEMRR SOCIETE D EXPLOITATION DE MAISONS DE REPOS ET DE RETRAITES;305097479;6892743;1
PARLYM INSPECTION;488047390;6996291;11
SIFIVE FRANCE;850407594;6510944;28
BIO & CO LE MARCHE AIX EN PROVENCE;437897952;6791205;3
INTERCODE SERVICES;419889480;7012509;0
PLEIN AIR ECO CONCEPT;832686745;7318721;9
A.B.D. NEGOCE;835364381;7121190;1
INNO. CLEAN;850583972;7064474;-3
DOMCO;513503201;7375902;0
SOCIETE D'ASSAINISSEMENT OUEST METROPOLE;800898314;7027145;-18
ARENC LOGISTIQUE;429975873;7141260;8
SOCIETE NOUVELLE S.M.T.M.;441939303;7124910;2
PHOCEOR;381053339;7263482;1
GRANDE PHARMACIE DE LA VALENTINE;839160124;7174520;2
MOBILITE SA;419838164;7353071;-9
CONCEPT OUVERTURE;507755775;7385746;2
GEISMAR PROVENCE;402934491;7069486;3
WECARE GLOBAL LOGISTICS;893040824;7247089;4
MMCB MATTOUT CARRELAGE;423745462;7198133;9
HYDRO GEOTECHNIQUE SUD EST;403778079;7374550;15
RANDSTAD SOURCERIGHT;353541501;7001871;-60
HTA HOLDING TOURING AUTO;335352191;7093150;51
CMT GENIE ELECTRIQUE;534022389;7024343;-5
3SP BIZ;515224491;7427472;3
LES SEOLANES;501479638;7153581;1
CHP AUBAGNE CENTRE D'HEMODIALYSE DE PROVENCE AUBAGNE;343594701;7167356;19
WORMS SERVICES MARITIMES;342435682;7006259;48
SAPEC SANITAIRE PLOMBERIE ELECTRICITE CHAUFFAG;334763679;7010692;2
BROOKS SPORTS SARL;808664932;7299917;6
STE EXPLOITATION DES ETS DOLZA;950012351;7026872;0
SAS LA CHENAIE;484881909;7079412;-16
MACOR;333511848;7100510;2
CLINIQUE DES QUATRE SAISONS;635520646;7063321;1
LIVRAMEDOM;493055263;7362942;-13
METALUMINE;533780326;7480637;-4
MMC;809653108;7295861;4
SOCIETE DE MANAGEMENT SERVICES AEROPORTUAIRES;908506702;7264664;-0
MANUFACTURE FRANCAISE DE BOUGIES;508133204;7491713;-6
DUMAFE;521382168;7158059;2
P.M.R. SECURITE;530817428;7464522;-4
VANAM;334267770;7279960;8
WYPLAY;488937269;7024743;14
AXELIANA;530035963;7381140;8
INDIES PRODUCTION;391875838;7471730;2
DIOT MEDITERRANEE;491849329;7325612;19
A C S E P;492197959;7350828;1
SAWADEE;331162610;7239235;3
JALISWEBCOM;493316525;7489037;3
GC 84;330791922;7921775;2
MAXICOFFEE;830639902;7976000;9
ROUET DISTRIB;841408552;7890358;0
ASK DISTRIB;831818000;7717192;1
FAMYDIS;822469847;7877901;1
FIRST LIGHT IMAGING;533716817;7785542;-18
L'INTERIM SOLIDAIRE;822179347;7549122;0
LE VULCAIN;057819518;7952950;9
EES - SERVICES MEDIT EIFFAGE ENERGIE SYSTEMES - SERVICES MEDITERRANEE;478215320;7714696;0
ANDRE SIMON;400144515;7661676;4
CMM COMPAGNIE MERIDIONALE DE MANUTENTION;329855720;7897882;1
FASSI PROVENCE;340412329;7913498;-1
CLEAN SOFT;422168385;7785406;5
PRADO GOURMAND;830812673;7602783;-25
MBR MB RECYCLAGE;525310090;7834560;4
EMRJ;408466811;7683096;3
DELSAMAT;479220329;7790123;2
INTER TRAVAUX;306002742;7503256;-1
ORISHA DISTRIBUTION;322064528;7775577;16
ARCANES;327253282;7988682;7
THECAMP;808567184;7586607;-39
AUBAGNE;498406685;7803774;166
BE DISTRI;835398751;7593890;-0
SELARL PHARMACIE DECAROLI SAINTE MARTHE;424762227;7872497;-5
SECURAIL;524590023;7832726;-6
STRADA ENROBE;825185580;7633175;1
URBATP PIERRES ET AMENAGEMENTS;518344585;7748845;4
TERMINAL LINK;440196822;7564947;655
PFI PROVENCE FROID INDUSTRIE;880752423;7552047;2
LE POTAGER DE VITROLLES;834139396;7817585;6
MOUV'IDEES;485066054;7925133;4
SINTRA SIGNALISATION ET INFORMATIQUE TRANSPORTS;395171630;7621000;-52
SPLENDIDO;852365816;7726791;-14
LES JARDINIERS D'AIX;349153726;7803033;5
ST GEORGES;071801617;8294545;8
EUROMED CARDIO;532362407;8320477;1
DEVELOP'INVEST;443582143;8115330;11
SEL PHARMACIE DES ROSIERS;483024428;8057366;7
MARSEILLE DEPOT;329311781;8467323;6
ETI EURASIA TRADING INTERNATIONAL;342865714;8234509;3
GROUPE SRT;834245706;8458199;0
HOPPS TBN9;439859299;8291254;-68
LAM FRANCE;538823725;8025607;-4
SOCIETE GERALD FAURE ETANCHEITE;439688961;8153758;8
N D BON VOYAGE CENTRE REEDUCAT;065805590;8265389;0
SOL ESSAIS;444061766;8351413;-5
LETSIGNIT;824622740;8084160;-6
REACTIS SERVICES;487870925;8312876;1
SODI SIDE;811534577;8116930;3
SFTE SOCIETE FRANCAISE DE TRAITEMENT DES EAUX;391953023;8401998;10
CYALUME TECHNOLOGIES;325965622;8083325;29
TEMPOLOG89;822769642;8371189;2
SAS PYRAME MAINTENANCE EQUIPEMENT P.M.E.;391131240;8300128;7
PRODIMAR PROMOTION & DISTRIBUTION RESSOURCES MER;351933411;8341730;4
WC WEENEO CONSULTING;837488212;8254260;5
AMARI METAL FRANCE;404495566;8363062;203
LE ROYAUME DES MERS;800539728;8372268;-3
HENFORT;841072895;8438710;2
EKSTEND CONSULTING;495109241;8307571;38
LEA COMPOSITES FINANCE;481654879;8046714;227
SOCIETE NATIONALE DE GESTION;444655955;8697865;16
E C S BUREAU VERITAS EMISSIONS SERVICES;449388669;8987277;6
STANIVALS;397661356;8522366;1
LE SOLEIL DU ROUCAS BLANC;350879797;8592381;4
ADREXO PRODUCTIONS;532611977;8974516;-8
USERCUBE;518348529;8777911;39
ENTREPRISE GUIGUES;072802911;8532429;2
SCOP TRIANGLE;324396258;8654689;4
PROFILMAR;382156487;8991557;7
TENERGIE SOLUTIONS;510346133;8772921;-20
ATA AUTOMATISME ET TECHNIQUES AVANCEES;311733646;8877703;26
PHOCEANNE SUD;538720889;8567824;13
STUDIA DIGITAL;831498209;8788095;-15
L'IGLOO DISTRIBUTION AUTOMATIQUE;402931240;8881962;3
GTIE PROVENCE;414760108;8750844;5
EOLIA;510022080;8615681;21
TRANSPORT OTTAVIANI;390941771;8941747;0
SODEXAL;060803335;8923442;5
DISTRI GIGNAC;839449758;8775264;1
SOCIETE NICOLAS FRERES;057814097;8801376;12
AP2E;491649067;8815878;-8
FLEXIMAT;424770568;8651643;0
CASTELLI;393254107;8819954;4
COJEDIS;833238025;8656551;0
LUCAS ET DEGAND;338080203;8549267;0
LABORATOIRE SANDRALEX;429644578;9033337;9
PROVETIQ INDUSTRIE GROUP;316622653;9216193;8
LABORATOIRE ACI LABOR APPLIC COLLEC INDUS;301126736;9010057;-3
PRODIM MATERIELS ET LOCATION;412231813;9498562;4
ARADOS INTERNATIONAL;492581095;9387725;8
ENIT ENTREPRISE INDUSTRIELLE DE TRAVAUX;691620140;9162583;-6
CLINIQUE DE LA CIOTAT;443167556;9378199;-7
GENER FROID;412111726;9258096;6
TECHNIPIPE;353304728;9441957;7
TMR INTERNATIONAL CONSULTANT;353823800;9212897;6
ONET AIRPORT SERVICES PROVINCE;833230568;9019549;-15
CLINIQUE GENERALE DE L ETANG DE BERRE;635780604;9411770;-5
GLOBTRANS;445295280;9208128;3
LVL MEDICAL SUD;411229172;9485625;10
L P C AUTO;378160832;9273037;8
SUEZ RV NIMES;073804122;9139632;-2
COMPARADISE GROUPE;752387837;9991000;6
LES JARDINS DE MARSEILLE;822578639;9671461;9
LES JARDINS DES PENNES MIRABEAU;829012095;9886160;9
SPEED SERVICES PLASTIQUES ENTRETIENS ET DECOUPES S P E E D;420641854;9662081;5
GARLABAN;911846764;9764733;-0
KALIA;533010252;9661792;3
DECA;402932487;9956633;2
PROTISVALOR MEDITERRANEE;441801651;9820196;7
LPCR DSP AIX;508776150;9623012;2
BRENNTAG EXPORT;452265564;9783051;8
S B S SBS CONSTRUCTIONS;513063867;9586767;4
COMPUCITY HERMES INFORMATIQUE;483785788;9853632;1
KEOLIS PAYS D'AIX;533545794;9735855;28
FRANCE ACCESSOIRES;839970282;9771454;2
CLINIQUE LA LAURANNE;438297491;9699970;1
LOVELY PLANET;478881477;9857493;4
MAMMOET FRANCE;637180514;9629701;1
ESSI SAPHIR;513406108;9713582;0
ENTREPRISE MARION;056803000;9956107;4
EXCEN GARDANNE NOTAIRES & CONSEILS;317615953;9512403;13
SEMAG SOCIETE D'ECONOMIE MIXTE D'AMENAGEMENT DE GARDANNE ET SA REGION;338826555;9693806;9
FDP BOUTIQUE;540004785;9640899;1
ATEM ATELIER TRAVAUX ELECTROMECANIQUES MIDI;312086697;9660412;9
SARL AFRIC PRIMEURS;058812678;9533424;0
MANAGEO;423315597;9514831;-9
APAVE DIAGNOSTICS;483336319;9732374;-1
HYDRO SAFE;340090000;2507276;5
NEURO-SYS;793614249;2705548;15
IPROTEGO;518552088;2502624;43
ALTECH;403305774;2908197;0
JCM SANTE;423458470;2623473;27
SATE SOCIETE D APPLICATIONS TECHNIQUES ELECTRIQUES;335321733;2995536;3
COROT EXPLOITATION PARFUM GROS;066802661;2964338;9
STEDIA;508691656;2881968;3
FERMETURES RIGAT;301101697;2933921;10
SMTI SERVICES AEROPORTUAIRES MAINTENANCE TRANSPORTS INDUSTRIELS;318477775;2944648;6
B&B;538691510;2593810;-8
AIR LINK;452329055;2906701;-5
CAIRN CORPORATE SERVICES;533534152;2556681;12
ZENITH EUROPE;751750480;2735980;9
IJS CONSTRUCTION;843352725;2664490;7
SATT PACA CORSE;539768085;2857434;9
PRINCIPLE POWER FRANCE;792602708;2708858;-71
CARGO RENT;444275119;2873023;3
CLFG DISTRIBUTION;921542288;2598630;-1
OLA COMPTA;801856873;2515381;5
EXTRA-DOS;815051339;2663300;-1
SERP;482741873;2812049;16
SOC HOTEL GRILL D'AIX LA BEAUVALLE;380535377;2814098;-10
SMI PAULET SAS SOC MERIDIONAL INDUST R PAULET;057818023;2501203;44
HOTEL BOMPARD;449936608;2596470;5
LES NOTAIRES DU GRAND PRADO;950012070;2747700;9
PHARMACIE TONDA;533733465;2585883;4
THECAMP.I;809129240;2665277;-32
ATV ART ET TECHNIQUE DE LA VILLA;340870591;2641459;-12
KPC GROUP;813867371;2849425;54
LA FROUMAGIERO;528591894;3034869;9
NOTSA;892750043;3071308;-2
FUTUREN;423127281;3333469;106
AMP;752022673;3099092;8
VAP LA VALENTINE;828688952;3292451;10
SOCIETE PRINT CONCEPT;480448802;3447221;5
VOLTADUPARC;529139578;3326472;-8
MONTGRAND;822163689;3142031;8
CMTG;422953091;3077734;2
SETNAG;338998180;3042487;27
SPORTING IMMOBILIER;061802161;3160778;31
ARMENAK CHAUSSEUR;353033632;3087080;2
ATELIER ZEBRE;811180298;3128577;2
BC SUD BATIMENTS ET COULEURS DU SUD;489555979;3627556;0
SARAWAK AIX-EN-PROVENCE;331926253;3722062;-3
BISCUITERIE CONFISERIE DU LACYDON;330448721;3796911;2
SES SOCIETE D'EXPERTISE ET DE SERVICES;441568235;3518594;-6
EURL R.S SUD;428580948;3538108;0
FRECHE;813008786;3686755;16
INDUSTRIES DU SUD;531720860;3835324;4
TRANSPORTS MEDITERRANEENS TOURISME;811016146;3533015;4
FITP SARL FRANCO ITALIENNE TRAVAUX PUBLICS;384614921;3897316;2
JUNIOR ROISSY;850709064;3784025;-21
IGET-CHIMIE;345048433;3695286;-1
RM - JARDINERIE ROCHIETTA;487652174;3915786;-1
CORETI COMPETENCES REUNIES TECH INDUSTRIELLES;482969052;3780408;6
LES JARDINS D'ATHENA;449648864;3906657;24
BUSINESS COMMUNICATION SOLUTIONS;445023427;3668183;7
PASTOR AIX-EN-PROVENCE;753229210;3527022;2
SGAD SOCIETE GENERALE D'ASSAINISSEMENT ET DE DISTRIBUTION;054805429;3531139;2
SEM SNEF ELECTRO MECANIQUE (S.E.M.);311533046;3554149;-56
ANDROMAC;452387541;3703486;-0
ANEPIA A.N.E.P.I.A AROMES NATURELS EPICES POUR L INDUSTRIE ALIMENTAIRE;323469205;4114227;3
DIGITALOCAL;513410779;4138697;6
PROTEA;489034165;4420494;15
SEAM SERVICE ELECTRONIC AVIATION MARINE;472801851;4007491;1
C B M CUSTOMER BUSINESS MANAGEMENT;484062633;4111285;10
G M G GRANIT ET MARBRES GAMBINI;482486743;4311329;9
AIXPER'F;501934475;4813608;3
IDEOL;524724820;4976536;-179
LINXO GROUP;522515667;4704071;-120
CASTEL ROSERAIE;305233942;4601442;1
SODEVIC;399401231;4911060;5
DELTA ASCENSEURS;492030903;4540179;2
PROMECS;502804982;5184086;3
APAVE SUDEUROPE SAS;518720925;5298965;38
MORCRETTE EQUIPEMENT;059804112;5574098;2
RESIDENCE LA ROSERAIE;338739972;5530891;-57
SMTL SOCIETE MACONNERIE TERRASSEMENT LOCATION;378217699;5989161;4
ART EMBALLAGES;054804208;5960991;6
CABINET LAUGIER-FINE;307772269;5806669;10
FRANCHI S.A.;327774352;5711704;-6
COGEPART 44;382128924;5974803;-1
CARROSSERIE LAMBERT - IGLOO;781626874;6536545;0
GROTTE COSQUER;837875004;7242700;-9
BELDIS;492101589;7147550;3
R2T PACA;911842664;7382292;1
QIS QUALITY INSURANCE SERVICES FRANCE;793496407;7142238;7
MAMMAFIORE GRAND OUEST;841671027;7749259;-4
QIB QUINCAILLERIE INDUSTRIELLE BERROISE;300180254;7636888;7
EA 'TERS ENTREPRISE ADAPTEE;815088455;8397893;7
CMT SERVICES;817964430;8346675;-7
EWOLVE;513934646;8563706;-1
GRANDE PHARMACIE DE MARSEILLE;833641806;9500070;3
CHIMIGET;433259496;3678916;38
CTRVMC PROVENCE CHEMINEE NIELSEN ET FILS;410830764;3745795;0
ATSI 3D;888893484;3651472;4
CERNI;834894479;3658571;1
MARSEILLE DRIVE PROVENCE;838912723;4416163;-3
HOTELIERE VICTOIRE;810067496;4367247;12
TRANSDEV MEDITERRANEE;479674699;4364348;4
MWD;491203964;4896473;8
ODYCE SAS;343276580;6622415;21
ROUGERIE TANGRAM;344311808;7385901;-1
STIM SOC TECHNIQUE INDUST MERIDIONALE;315068072;7420622;15
ENOGIA;514692045;8016000;-12
VACANCES BLEUES EVASION;378713309;8011461;1
OPTIM WAFER SERVICES;500188073;8376435;13
ENROBE PACA;504300831;8486020;4
PINNA INVESTISSEMENTS;487697450;2007704;9
GROUP API AROMES PARFUMS INGREDIENTS;445217094;2254709;13
E.A. LA RUCHE;830343489;2149167;1
BOUCHERIE LES ATOUTS;484866009;2308059;-1
SARL TRANSPORTS FRANCOIS;408878049;2136337;2
ETABL TURRON;058812173;2126861;3
LIBRAIRIE JOSEPH GIBERT;312843196;2130733;-3
PSD PHARMA SANTE DEVELOPPEMENT;432743862;2376413;15
MARINS;843493206;2368026;40
RIALNO;800335606;2116082;-2
AMBULANCES PROVENCE SECOURS;451325450;2342444;-1
MONETECH;494330558;2361943;26
CRISTAL LIMINANA DISTILLERIE MEDITERRANE;572145233;2029944;3
DEFI FILTRATION;393716394;2469782;4
MAXICOFFEE SOLUTIONS SERVICES;827801127;2450851;-36
LED3 SAS;480283654;2484477;7
SOC GESTION IMMO J ET M PLAISANT;058810862;2017923;36
E C B ENTREPRISE CASSIS BATI;480596741;2019224;7
JUNIOR PERTUIS;878182880;2033375;-24
SCBF STE CARROSSERIE BULGARELLI ET FILS;419589387;2313111;8
AS A 3 S;411085939;2386378;11
CLINIQUE SAINT MARTIN SUD;518101019;2445839;10
EURL NOGUEIRA;500685128;2038098;0
ZIM FRANCE;061805412;2262681;2
SOCIETE CLIMAT 22;068800226;2166674;9
GARDELLA METAL;538787276;2065064;2
TRADITIONS DE PROVENCE;343618617;2364436;11
GOUSSERIE RACING;538986886;2071473;2
HUIT MINUTES DIX HUIT SECONDES;495367823;2493386;4
SRG SWATON-RECOING-GRANERAU;493503262;2428816;13
S.N.S GLOBAL SERVICES;451609978;2366854;2
GROUPE INTERCABLES;392621207;2820325;4
BSM;891479776;2611096;4
REACTIS GROUPE;531768349;2957712;2
VEGASE CONTROLE;480011972;2526790;13
VAL DE L'ARC OPERATIONS;507428118;3405956;-4
DISTRI SCENES;753562362;3179246;3
LES JARDINS D'ENEE;518377247;4304145;1
POINT EXPERT GESTION;404106015;4201546;4
G.M.M. GESTION MEDIACO MEDITERRANEE;493480164;4410244;0
PROMAT SERVICES;440299550;5244403;2
AB 137;878027796;2241123;3
A.P.S.;411133069;2450248;6
A.D.S 13 AIR DECONTAMINATION SERVICES;894344894;2063825;3
AKLI ET FILS;839029881;2039205;1
PPCI;509128567;2381543;5
CEPAGES DEPOT;500691399;2006832;3
SOLUTION RESEAU D'ACHAT;509991337;2032133;10
JLM;493650402;2086578;2
AS2PIQ;882553324;2670533;10
MARSATWORK;431612464;2974652;-18
PROVENCE PARACHEVEMENT;390943561;3632811;9
ALSTOM HYDROGENE SAS;435050737;8434000;-102
MOTO STORE AIX;823180443;8797530;-5
MIROITERIE NEMER SARL;331517375;1804010;7
MEDICA EUROPE;447739020;1979055;10
HYDRAUSERV;887987360;1775170;12
EKSTEND GROUP;852597525;1913071;66
IXEL CONCEPT;750366023;1715944;0
G LA DALLE CANEBIERE;419270566;1503890;2
LINE ART;440263234;1721575;-24
2F2C;821274198;1590975;9
BNC TRANSPORT;907715965;1688361;13
MAHECITY;792405805;1549999;0
COGEPART 54;790803845;1716534;-10
EURL MATHILDA;499944767;1798410;3
BEITECH;488935214;1988993;5
BH COMPANY;849340666;1551596;-27
PIOLINE & POURCEAUGNAC;530439058;1512589;-11
SAP HESTIA;801706821;1796469;13
PREISO;479246845;1726485;14
ITCOM SERVICES;530900745;1555896;0
IRRI 13;410282008;1971766;2
INGENUUS;811656784;1718182;0
PHOCEA NETTOYAGE;507480663;1746038;13
COURTAZUR;341056281;1721759;22
STAN TERRASSEMENTS;453342685;1832697;-6
GROUPE RD;850680299;1570446;1
SEE LAURIN STE EXPLOITATION ETABLISSEMENTS LAURIN;439371220;1739161;-24
EREME ARCHITECTURE;417661485;1540933;5
UNOPIU FRANCE;394108872;1566615;7
LE SERAIL;530328798;1903632;-3
CONVERGENCES;421329053;1843449;-12
SMAB SOLAIRE MENUISERIE ALUMINIUM BAYLES;535346662;1708739;3
ALTA ROCCA HOTEL;832720403;1690284;7
ECOVALIM VOURLES;532474285;1902191;-37
O2 MARSEILLE SUD;491056701;1734380;2
CFM - CONSEIL FORMATION MEDITERRANEE;808439103;1664317;-2
AMAK;418334488;1881321;9
RANEC;414642942;1714823;7
EUROFINS BIOTECH GERMANDE;423865419;1912445;17
MC STORES;332047836;1580717;2
GET DEVELOPPEMENT;794397059;1893818;-11
T.S.T. TRANSPORTS SEALAND TRUCKING;793843418;1647550;-4
SARL DELL';434084695;1747788;22
C.H.A. COMPAGNIE HOTELIERE D'AUBAGNE;812231942;1877666;-5
CABINET RIPERT DE GRISSAC;423612621;1734741;27
MTC MARSEILLE TECHNIC COMMUNICATION;410295117;2370278;-30
LES CARRELAGES DE MARSEILLE;525064002;2365856;3
SUPPLY CHAIN R & D;752591842;2127528;-10
NOVOS BATISSEURS;881981104;3917970;2
ALDIS;902892850;6024739;-8
MOTO STORE DOCKS;530674076;8094273;-7
AUDEC EXPERTISE;527553705;2006481;13
AMBULANCES MARTEGALES SARL;388260002;3742954;-0
AMPHIPRION;493019186;6344647;5
STUDIOS DE MARSEILLE;452374432;3040313;70
SYCLEF HOLDING;813733045;6546055;216
GELEC;538420225;7319336;7
VLBKJ;504156381;1759926;2
OPKA INVEST;842239675;1994038;5
EPSE EXCEL PISCINES SUD EST;434422234;1512768;-7
TELEPHONIE NOUVELLE ET TERMINAUX;430290387;1759785;1
EMCR;380757757;7415679;2
LA MAISON DU VOLET MARSEILLAIS;330252883;8406689;-3
